"bandeau","vignette","NAME","CITY","KEYWORDS","DESCRIPTION","LOCATION","TRANSPORT","CONTACT","SINCE","TIME FROM CHATELET"
"","","PUCE MUSE","Rungis","Innovation","As a hosting centre, PUCE MUSE welcomes musicians, researchers, composers, and artists interested in M3V. As a place for transmission, PUCE MUSE trains musicians and graphic designers to use the Meta-Mallette, it assists professionals in getting inter-generation groups to perform with music and visuals together.","2, rue des Pyrénées, SILIC 520 / Wissous\n94623 Rungis","Rungis - La Fraternelle","01.45.12.04.50 contact@pucemuse.com http://www.pucemuse.com/ http://facebook.com/pucemuse","NA/","44mins"
"saulx-les-chartreux-animakt.jpg","saulx-les-chartreux-animakt.jpg","ANIMAKT","Saulx-les-Chartreux","Arts Visuels","Supporting artists by providing them with a space to create.","1 Rue du Lieutenant Emile Fontaine 91160 Saulx-les-Chartreux","RER B Massy-Palaiseau","http://www.animakt.fr/ 01 64 48 71 01 // contact@animakt.fr","1999",""
"sceaux-festival-orangerie.jpg","sceaux-festival-orangerie.jpg","FESTIVAL ORANGERIE","Sceaux","Musique","A summer musical festival created in response to an absence of programmation of musical activities during the summer in Paris.","8 Avenue Claude Perrault, 92330","RER B - Bourg-la-Reine","http://www.festival-orangerie.fr/ contact@festival-orangerie.fr 01 46 60 00 11","1969","25mins"
"sceaux-les-gemeaux-2.jpg","sceaux-les-gemeaux-2.jpg","LES GEMEAUX","Sceaux","Spectacle Vivant","Les Gémeaux produisent ou coproduisent nombre de spectacles pour la plupart inédits en France ou en région parisienne, beaucoup d’entre eux y sont des créations.Festival Les Rendez-Vous Chorégraphiques.","49, avenue Georges Clemenceau, 92330 Sceaux","RER B, Direction Robinson,\nSaint-Rémy-lès-Chevreuse ou Massy-Palaiseau. Station : Bourg-la-Reine.","http://www.lesgemeaux.com/ Administration : 01 46 60 05 64","1994","39mins"
"sevran-festival-des-reveurs-eveilles-.jpg","sevran-festival-des-reveurs-eveilles-.jpg","FESTIVAL DES RÊVEURS ÉVEILLÉS","Sevran","Arts Visuels","A festival dedicated for children between the ages of 3-6 years old.Showcasing contemproary art made for kids.","Salle des fêtes, 9 rue Gabriél-Péri","RER B - Sevran-Livry","http://www.ville-sevran.fr/festival-des-reveurs-eveilles-2013","1991","39mins"
"sevres-la-generale-en-manufacture.jpg","sevres-la-generale-en-manufacture.jpg","LA GÉNÉRALE EN MANUFACTURE","Sevres","Arts Visuels","Communauté artistique qui s'intéresse à l'art et aux études politiques, aux pratiques de la ville et à l'urbanisme, et plus largement aux pratiques critiques, et à la part d'indéfini qui devient une possibilité d'expérimentation.","6, grande rue\nSèvres\n92310\nFrance","Métro ligne 9 - Station Pont de Sèvres\nTramway ligne T2 - Arrêt Musée de Sèvres","N/A","2008","44mins"
"sevres-le-sel-sevres-2.jpg","sevres-le-sel-sevres-2.jpg","LE SEL SEVRES","Sevres","Cinema,Spectacle Vivant, Education","A cultural space which provides movie viewings and also live theater and dance performances.","47 Grande Rue\n92310 Sèvres","Métro 9 - Pont de Sèvres.\nBus // 171 ou 26 Traverciel, arrêt Mairie de Sèvres.\nTrain // Gare Montparnasse, arrêt Sèvres Rive Gauche. \n.............Gare Saint Lazare, arrêt de Sèvres - Ville d’Avray\nTram // Val de Seine : arrêt Musée de Sèvres","www.sel-sevres.org 01 41 14 32 32 sel@sel-sevres.org","n/a","40mins"
"sevres-strate-college.jpg","sevres-strate-college.jpg","STRATE COLLEGE","Sevres","Education","a private industrial design university","27 avenue de la division Leclerc, 92310 Sèvres","SNCF Montparnasse : Station : Bellevue\n- METRO : line 9, Station : Pont de sèvres\n- TRAM : T2, Val de seine- la Défense, station : Musée de Sèvres or Brimborion","www.stratecollege.fr info@stratecollege.fr 0 1 46 42 88 77","1993","49mins"
"saint-cloud-pepinieres-europeennes-pour-jeunes-artistes.jpg","saint-cloud-pepinieres-europeennes-pour-jeunes-artistes.jpg","PEPINIERES EUROPEENNES POUR JEUNES ARTISTES","St Cloud","Arts Visuels, Cinema","The Pépinières program focuses on contemporary artistic movements and is intended for emerging artists in all disciplines.","BP 80132\nDomaine national de Saint-Cloud\n92216 St Cloud","","www.art4eu.net/+33 (0)1 41 12 29 33   info@art4eu.net","","34mins"
"saint-cloud-quai-ouest.jpg","saint-cloud-quai-ouest.jpg","QUAI OUEST","St Cloud","Fooding","A floating restaurant has an open air deck so that you can enjoy sunny weather to the full.","1200 quai Marcel Dassault - Saint-Cloud","(T2 Les Milons) ou RER Issy-Val de Seine","quaiouestrestaurant92@gmail.com http://www.quai-ouest-restaurant.com/ 01 46 02 35 54","1993","44mins"
"saint-cloud-rock-en-seine.jpg","saint-cloud-rock-en-seine.jpg","ROCK EN SEINE","St Cloud","Musique","FESTIVAL","Domaine national de Saint-Cloud","LIGNE 10 : Gare d’Austerlitz / Boulogne – Pont de St Cloud.\nStop : Boulogne – Pont de St-Cloud","contact@rockenseine.com www.rockenseine.com","","34mins"
"saint-denis-6b-1.jpg","saint-denis-6b-1.jpg","6B","St Denis","Musique, Arts Visuels, Spectacle Vivant, Innovation, Design","lieu de création\net de diffusion","6 - 10 quai de Seine 93 200 Saint-Denis","RER D-station St.denis Metro ligne 13 Tramway n.1 bus: no 154 et 237","01 70 06 02 64\ninfo@le6b.org Président / Julien /  julien@le6b.fr Communication / Myriam / communication@le6b.fr","","40mins"
"saint-denis-la-banque-du-miel-.jpg","saint-denis-la-banque-du-miel-.jpg","BANQUE DU MIEL","St Denis","Innovation","An artistic project which has grown into other parts of Europe. Placing the bee as a new indicator of the richness of its surrounding environment. A project which mixes art with the fabrication of honey.","25, rue Roland Vachette\n93200 - SAINT-DENIS","Line 13-St.Denis Porte de Paris","www.banquedumiel.org  01 42 35 84 34\nE-mail > contact@banquedumiel.org","2009","42mins"
"saint-denis-cafe-culturel.jpg","saint-denis-cafe-culturel.jpg","CAFÉ CULTUREL","St Denis","Spectacle Vivant","Structure entièrement tournée vers la création et la promotion des cultures urbaines.","La Fabrik\n15 rue Gisquet\n93200 Saint Denis","Gare de Saint-Denis (RER D, Ligne H)\nTramway 1 Station Théâtre Gérard Philipe","01 42 43 96 11  info@cafeculturel.org","1998","34mins"
"saint-denis-la-cite-du-cinema-.jpg","saint-denis-la-cite-du-cinema-.jpg","CITE DU CINEMA","St Denis","Cinema","un lieu entièrement dédié a la creation du cinéma","20 rue ampère 93200 Saint Denis","","N/A","2012","33mins"
"saint-denis-cochenko.jpg","saint-denis-cochenko.jpg","COCHENKO","St Denis","Education, Spectacle Vivant","le Cochenko explore différents espaces en intervenant avec les habitants sur la place publique, lieu de vie et de rencontre, afin de construire des «utopies ordinaires».","4 bis rue Roland Vachette \n93200 Saint-Denis","Ligne 13- St.Denis-Porte de Paris","http://www.cochenko.fr/ \ncollectif@cochenko.fr\n09.54.37.54.09","2007","38mins"
"saint-denis-la-briche-foraine.jpg","saint-denis-la-briche-foraine.jpg","LA BRICHE","St Denis","Metiers d'art","Ateliers de créateurs et constructeurs","65 rue Paul Eluard 93200 St Denis","","brichons@gmail.com\nhttp://bricheforaine.wordpress.com","","35mins"
"saint-denis-le-labex-arts-h2h.jpg","saint-denis-le-labex-arts-h2h.jpg","LE LABEX ARTS-H2H","St Denis","Innovation","Le Labex Arts-H2H se propose d’articuler les recherches en arts (cinéma, arts plastiques, musique, théâtre, danse, littérature, photographie, nouvelles technologies...)","2 rue de la Liberté\n93526 St Denis","Line 13-Saint-Denis-Universite","http://www.labex-arts-h2h.fr/artsh2h@univ-paris8.fr\n01 49 40 73 30","N/A","33mins"
"saint-denis-le-transfo.jpg","saint-denis-le-transfo.jpg","LE TRANSFO","St Denis","Musique, Spectacle Vivant, Arts Visuels, Education ","Squat artistique, salle de concert, salle de réunion, espace enfant, espace peinture et banderoles, une cantine et un ciné tournés vers les habitants du quartier, un labo photo, un infokiosque, une bibliothèque technique, un atelier de métallerie, un magasin gratuit","57 avenue de la République, St Denis","Métro Gallieni","www.transfo.squat.net 06 72 53 02 40.","nov. 2012.","50mins"
"saint-denis-leden.jpg","saint-denis-leden.jpg","LEDEN","St Denis","Innovation","Orienter les activités de recherche vers les besoins des établissements culturels et éducatifs et des institutions chargées de la diffusion des fonds patrimoniaux","Maison des Sciences de l’Homme Paris Nord 4 rue de la Croix-Faron\n93210 La Plaine saint-Denis","Line 13-Saint-Denis-Universite","contact@leden.org http://leden.org/  01 55 93 93 04","","33mins"
"saint-denis-linkfluence.jpg","saint-denis-linkfluence.jpg","LINKFLUENCE FRANCE","St Denis","Innovation","Social Media Intelligence = capture, sort, analyze, represent social data to create value.","Tour Pleyel\n153 Boulevard Anatole France\n93200 Saint-Denis","RER B- La Plaine-Stade de France","http://linkfluence.com/","2006","44mins"
"saint-denis-art-et-dhistoire-de-saint-denis.jpg","saint-denis-art-et-dhistoire-de-saint-denis.jpg","MUSEE D'ART ET HISTOIRE","St Denis","Musee et Patrimoine","Archéologie et céramiques médiévales. Souvenirs de l'ancien Carmel et de Madame Louise de France. Commune de Paris.","22 bis rue Gabriel-Péri \n93200 Saint-Denis","Saint-Denis - Porte de Paris (13)","www.musee-saint-denis.fr","",""
"saint-denis-parti-poetique-5.jpg","saint-denis-parti-poetique-1.jpg","PARTI POETIQUE","St Denis","Innovation","A collection of artists,thinkers and doers united around the thematic question of bees and their surrounding environment.","N/A","N/A","http://www.parti-poetique.org/ contact@parti-poetique.org","N/A",""
"saint-denis-plaine-commune-1.jpg","saint-denis-plaine-commune-1.jpg","PLAINE COMMUNE","St Denis","Innovation","Working on urban large-scale projects, project structuring transport and urban renewal programs promoting the development of urban communitties since its inception.","21 avenue Jules-Rimet Saint Denis","RER B-La Plaine-Stade de France","01 55 93 55 55 http://www.plainecommune.fr/","2003",""
"saint-denis-synesthesie.jpg","saint-denis-synesthesie.jpg","SYNESTHESIE","St Denis","Arts Visuels, Innovation, Education","Galerie d’art virtuel, Revue des arts numériques. ","1 ter Place du Caquet\n93200 Saint-Denis","Métro 13 : arrêt Basilique de Saint-Denis\nTram T1 : arrêt basilique Saint-Denis\nBus : 153, 253, arrêt basilique Saint-Denis / Hôtel de ville","01 40 10 80 78\ncommunication@synesthesie.com\nwww.synesthesie.com","","34mins"
"","","T3D MEDICAL","St Denis","Innovation","Present in the electronic sector as well as researching and developing new projects.","78/80 avenue du Président Wilson\n93214 Saint Denis La Plaine","Line 12: Front Popularie","www.t3dmedical.com 0 1 48 20 83 18","2011","30mins"
"saint-denis-theatre-gerard-phillipe-3.jpg","saint-denis-theatre-gerard-phillipe-3.jpg","THEATRE GERARD PHILIPE","St Denis","Spectacle vivant, Musique","theatre","59 bd Jules Guesde - 93207 Saint-Denis cedex","SNCF H- Saint Denis, Line 13- Saint Denis Basilique, RER D Creil/ Station Saint Denis","http://www.theatregerardphilipe.com/tgp-cdn/ 01 48 13 70 00","1960","35mins"
"saint-denis-university-paris-8-2.jpg","saint-denis-university-paris-8-2.jpg","UNIVERSITY PARIS 8","St Denis","Education, Innovation","psychoanalysis, urban planning, geopolitics, cinema, plastic arts, gender studies, etc.","2 rue de la Liberté - 93526 Saint-Denis","Ligne 13, Châtillon Montrouge - St-Denis Université, arrêt St-Denis Université  Ligne 1, St-Denis RER/SNCF - Noisy-le-Sec RER, arrêt Marché de St-Denis puis bus 255, arrêt St-Denis Université ou arrêt St-Denis Basilique, puis métro ligne 13, arrêt St-Denis Université\n Ligne de Paris-Nord, arrêt Gare de St-Denis, correspondanceavec la ligne d’autobus 255, arrêt St-Denis Université\nRER ligne D, Melun/Malesherbes - Orry-la-Ville, arrêt Garede St-Denis, correspondance avec la ligne d’autobus 255, arrêt St-Denis Université","http://www.univ-paris8.fr/ +33(0)1 49 40 67 89","1968","35mins"
"saint-denis-university-paris-8-.jpg","saint-denis-university-paris-8-.jpg","UNVERSITY PARIS 8","St Denis","Education","To this day, Université Paris 8 has always insisted on maintaining a strong link between research and teaching, adapting teaching methods to different kinds of audiences, and providing education for all at every stage of life.","2 rue de la Liberté - 93526 Saint-Denis","Line 13- Saint Denis Universite","http://www.univ-paris8.fr/ 33(0)1 49 40 67 89","1969 but 1980(St.Denis)","37mins"
"saint-germain-en-laye-brasserie-du-theatre.jpg","saint-germain-en-laye-brasserie-du-theatre.jpg","BRASSERIE DU THEATRE","St Germain-en-Laye","Fooding","French cuisine (brasserie)","13/19 rue de la Salle \n78100 SAINT GERMAIN EN LAYE","Station Saint-Germain en Laye (RER A)","http://brasseriedutheatre-78100.com/  01 30 61 28 00","1989","48mins"
"saint-ouen-mains-doeuvre.jpg","saint-ouen-mains-doeuvre.jpg","MAINS D'ŒUVRES","St Ouen","Musique, Spectacle Vivant, Arts Visuels,  Education","Centre dédié aux cultures alternatives : Concerts, Performance, Festival, Artistes et Association en résidences","1 rue Charles Garnier - 93400 Saint-Ouen","M° Porte de Clignancourt (4) ou Garilbaldi (13), Bus 85, Vélib (rue Blanqui)","http://www.mainsdoeuvres.org/article1947.html","",""
"","","FABRIQUE DES IMPOSSIBLES","St Ouen","Education","Association promouvant et formant aux pratiques artistiques collaboratives et citoyennes.","1 rue Charles Garnier - 93400 Saint-Ouen","M° Porte de Clignancourt (4) ou Garilbaldi (13), Bus 85, Vélib (rue Blanqui)","http://www.mainsdoeuvres.org/article1947.html","",""
"","","FESTIVAL DES PUCES","St Ouen","Musique","jazz music festival","","Gare de Villepinte jusqu'a Tennis","www.festivaldespuces.com","","51mins"
"st.ouen-atlas-4.jpg","st.ouen-atlas-4.jpg","ATLAS","St Ouen","Innovation","centre municipal de culture scientifique","7 rue de l’Union st.ouen","métro : ligne 13, direction Saint-Denis, station Mairie de Saint-Ouen\nbus : ligne 85, terminus Mairie de Saint-Ouen et ligne 166, arrêt rue de l’Union","http://atlas93.wordpress.com/  01 71 86 63 40","","31mins"
"st.ouen-esapce-1789.jpg","st.ouen-esapce-1789.jpg","ESPACE 1789","St Ouen","Cinema, Spectacle Vivant, Education","lieu de création et de diffusion artistique","4/6 rue Alexandre Bachelet\n93400 –Saint-Ouen","Line 4; Porte de clingancourt","http://www.espace-1789.com/","","40mins"
"st.ouen-le-chateau.jpg","st.ouen-le-chateau.jpg","LE CHÂTEAU","St Ouen","Patrimoine, Arts Visuels","Le Château présente des expositions monographiques","12 rue Albert Dhalenne 93400 Saint-Ouen","En métro\n- ligne 13, station Garibaldi\npuis 5 minutes à pied\n- ligne 4, station Pte de Clignancourt, puis bus 85\nEn bus\nligne 85 ou 187 arrêt Ernest-Renan\nEn RER\nligne C station Saint-Ouen puis bus 173 ou 174 {Mairie de Saint-Ouen}","http://www.saint-ouen.fr/sorties-et-loisirs/culture/lieux-culturels/espaces-d-expositions/ 01 49 48 95 25","1989","1h04"
"saint-ouen-mains-doeuvre.jpg","saint-ouen-mains-doeuvre.jpg","MAINS D'ŒUVRE","St Ouen","Arts Visuels, Spectacle Vivant, Musique, Education","Lieu de création et de diffusion, de recherche et d’expérience destiné à accueillir des artistes de toutes disciplines, des démarches associatives et citoyennes,","1, rue Charles Garnier - 93400 Saint-Ouen","metro: ligne 13 or 4 bus 85 ou noctilien 14 velib","www.mainsdoeuvres.org 01 40 11 25 25 info@mainsdoeuvres.org","2005","33mins"
"saint-ouen-laumone-abbaye-de-maubuisson.jpg","saint-ouen-laumone-abbaye-de-maubuisson.jpg","ABBAYE DE MAUBUISSON","St Ouen-l'Aumône","Arts Visuels","site d'art contemporain","Rue Richard-de-Tour\nSaint-Ouen-l'Aumône\n95310","REC C > direction Pontoise > descendre à la gare de Saint-Ouen-l'Aumône (après Saint-Ouen-l'Aumône/Liesse) puis marcher 10 mn à pied en suivant la rue Guy-Sourcis Depuis Cergy-Pontoise, bus 56, 57, 58 ou 34 sud > \narrêt mairie de Saint-Ouen-l'Aumône puis marcher 10 mn à pied en suivant la rue Guy-Sourcis","00 33 (0)1 34 64 36 10 www.valdoise.fr abbaye.maubuisson@valdoise.fr","1987","1h04"
"saint-quentin-theatre-de-saint-quentin-en-yvelines-1.jpg","saint-quentin-theatre-de-saint-quentin-en-yvelines-1.jpg","THEATRE DE SAINT-QUENTIN-EN-YVELINES","St Quentin","Musique, Spectacle Vivant","Le Théâtre de Saint- Quentin-en-Yvelines, Scène nationale est un des lieux de diffusion et de création artistique majeurs de la région parisienne.","Place Georges Pompidou - CS 80317\n78054 Saint Quentin en Yvelines Cedex","RER Ligne C, arrêt gare de Saint-Quentin-en-Yvelines.Depuis la gare Montparnasse (ligne Montparnasse-Rambouillet). Arrêt gare de Saint-Quentin-en-Yvelines.\nDepuis La Défense (ligne La Défense-La Verrière). Arrêt gare de Saint-Quentin-en-Yvelines.","http://www.theatresqy.org/ 01 30 96 99 00 administration tél. : 01 30 96 99 30\nMail:administration@tsqy.org\naccueil billetterie Tél. : 01 30 96 99 00 Mail : accueil@tsqy.org","1960","1h10mins"
"stains-theatre-des-stains.jpg","stains-theatre-des-stains01.jpg","STUDIO THEATRE DE STAINS","Stains","Spectacle Vivant","","19, rue Carnot\n93240 Stains","Navette\nUne navette aller-retour gratuite est à disposition les soirs de représentation Ligne 13 Station Saint-Denis Université puis Bus 253 ou 255 Direction Stains, arrêt Mairie de Stains. Ligne D, arrêt Pierrefitte/Stains puis bus 150, arrêt Mairie de Stains\nLigne B, arrêt La Courneuve puis bus 150, arrêt Mairie de Stains","www.studiotheatrestains.fr/‎ 01 48 23 06 61","1984",""
"suresnes-theatre-de-suresnes.jpg","suresnes-theatre-de-suresnes.jpg","THEATRE DE SURESNES","Suresnes","Spectacle Vivant","","16 Place Stalingrad, 92150 Suresnes","Navette gratuite* Paris – Suresnes – Paris\nDe Paris à Suresnes\n• départ de la navette : 45 mn précises avant l’heure de la représentation, à l’angle de l’avenue Hoche et de la place Charles de Gaulle-Etoile, à proximité du métro et du RER (pour une représentation à 21h, départ de la navette à 20h15).\n• arrêt à Suresnes : arrêt du bus bd Henri Sellier, pour les Suresnois et les usagers du Tram (Val-de-Seine, gare Suresnes-Longchamp), 25 mn précises avant l’heure de la représentation. \n\nNB : la navette du Théâtre ne fonctionne ni pour les spectacles Jeune Public, ni pour les rencontres autour des spectacles (répétitions publiques…)","01 46 97 98 10 www.theatre-suresnes.fr/‎","1938 nouveau thatre était inaugree en 1990.","47mins"
"taverny-centre-culturelle-ville-de-taverny.jpg","taverny-centre-culturelle-ville-de-taverny.jpg","CENTRE CULTUREL DE TAVERNY","Taverny","Arts Visuels, Education","centre culturel","191 rue de Paris 95150 Taverny","","01.39.60.42.49\n\n     mlc.taverny@free.fr   http://www.ville-taverny.fr/fr/sortir-loisirs/culture/le-centre-culturel","","1hr 06mins"
"torcy-rhizome.jpg","torcy-rhizome.jpg","RHIZOME","Torcy","Arts Visuels, Spectacle Vivant, Education","Pôle d'arts plastiques et visuels de la MJC. Il a pour mission de rendre accessible les arts plastiques et visuels et plus largement l’art contemporain.","Ferme du Couvent - 22 rue du Couvent, 77200 Torcy, France","Prendre la ligne A Direction Chessy / Marne la Vallée\nDescendre à la station "Torcy", puis Prendre le bus 220 (arrêt Mairie / Place de l'Eglise) puis 5 min. de marche. Ou , prendre le bus 421 (arrêt Clos / Ferme du Couvent)","01 60 05 14 69 – Courriel : rhizomemjc@gmail.com http://www.rhizome.fr/","n/a","42mins"
"val-doise-drolatic!-festival-theatral-du-val-doise-2.jpg","torcy-rhizome.jpg","THEATRAL DU VAL D'OISE","Val D'oise","Spectacle Vivant","organisateur du Drolatic! Festival","Dans de nombreuses villes du Val D'oise ( 41 villes du département)","depending on location and event","01 34 20 01 08        festivaltheatralduvaldoise@yahoo.fr - www.thea-valdoise-public.org/","1983","N/A"
"vanves-armadillo-2.jpg","vanves-armadillo-2.jpg","ARMADILLO","Vanves","innovation","specializes in the creating structures for databases.","46 bis, rue de la République\n92 170 Vanves","Métro 12 : Arrêt Corentin Celton\nBus 189 : Arrêt République (direction Clamart Pompidou)\nBus 126 : Arrêt Maréchal Delattre de Tassigny (direction porte d’Orléans)","http://armadillo.fr/ 01 46 62 03 26 contact@armadillo.fr","1988","40mins"
"vanves-lassociation-oeuvre-participative-.jpg","vanves-lassociation-oeuvre-participative-.jpg","L'ASSOCIATION ŒUVRE PARTICIPATIVE","Vanves","Arts Visuels",""Œuvre ensemble" évoque une certaine idée de l’art, un art qui invite ceux qui le souhaitent à participer à l'oeuvre.","43 rue Henri Martin 92170 Vanves","LIGNES 13 Malakoff Plateau de Vanves","01 46 38 99 82 ou 06 80 46 63 58","2010","36mins"
"vanves-theatre-de-vanves.jpg","vanves-theatre-de-vanves.jpg","THEATRE DE VANVES","Vanves","Spectacle Vivant, Cinema, Musique, Education","Véritable tremplin reconnu pour la jeune création contemporaine en théâtre, danse et musique. Deux salles à 8mn à pied l'une de l'autre. Festival Ardanthé.","Théâtre: 12 rue Sadi Carnot - 92170 Vanves. Salle Panopée : 11 avenue Jézéquel - 92170 Vanves.","Métro ligne 13 : Malakoff - Plateau de Vanves (puis 8 mn à pied), Métro 12 : Corentin-Celton (puis 8 mn à pied)\nBus 58 : Lycée Michelet\nBus 89 : Square de l'Insurrection\nBus 126 : Mairie de Vanves - Centre administratif\nBus 189 : Place du Maréchal-De-Lattre-de-Tassigny - N62 (Noctambus) : Mairie de Vanves - Centre administratif (après 23h30)\nTrain Gare SNCF Vanves-Malakoff (4mn depuis Montparnasse)\nVélib – Autolib","www.theatre-vanves.fr","","PANOPÉE- 36mins Theatre-40mins"
"various-locations-art-science-factory.jpg","various-locations-art-science-factory.jpg","ART SCIENCE FACTORY","VARIOUS LOCATIONS","Innovation, Arts Visuels","Biennale","20 LOCATIONS WITHIN ESSONNE","depending on location and event","www.lasciencedelart.info","1999","DEPENDS ON LOCATION."
"various-locations-atmosphere-festival.jpg","various-locations-atmosphere-festival.jpg","ATMOSPHERE FESTIVAL","Various locations","Festival","The sole objective of this festival is to present for free to the biggest public possible a vision of a future durable world expressed through various mediums of art.","Cinéma Abel Gance-184 Bd St Denis - 92400 Courbevoie or Espace Carpeaux\n15 Boulevard Aristide Briand\n92400 Courbevoie Also takes places at La Defense","SNCF L- Becon les bruyeres","www.atmospheresfestival.com ","2010","33mins"
"various-locations-africolor-5.jpg","various-locations-africolor-5.jpg","FESTIVAL AFRICOLOR","Various Locations","Musique, Cinema","Festival","various locations; Université Paris 13,","N/A","www.africolor.com","2009","N/A"
"various-locations-jazz-en-boucle.jpg","various-locations-jazz-en-boucle.jpg","JAZZ EN BOUCLE","Various locations","Musique, Cinema","Festival","various locations","n/a","33 (0) 1 48 89 99 10 33 (0) 1 48 89 22 11 http://www.jazzenboucle.com/","2008","N/A"
"various-locations-trace-3.jpg","various-locations-trace-3.jpg","TRACE","Various locations in the Hauts-de-Seine","Musique, Arts Visuels","It is not just a festival but a space and event to highlight the musical creativity happening in Hauts-de-Seine","various locations","various locations","www.reseau92.com/trace","2000","N/A"
"various-locations-festival-cinebanlieue.jpg","various-locations-festival-cinebanlieue.jpg","FESTIVAL CINEBANLIEUE","Various Locations; Porte des lilas/ Aubervilliers/ St Denis","Cinema","Festival","99, avenue JB Clément, 93430 Villetaneuse","Porte des lilas/Ligne 11/Aubervilliers Quatre-chemins/Ligne 7/Basilique de Saint-Denis/Ligne 13","www.cinebanlieue.org","2006","20mins"
"various-locations-sons-dhiver-2.jpg","various-locations-sons-dhiver-2.jpg","SONS D'HIVER","Various Locations; Vincennes, Rungis, Vitry-sur-seine, Choisy-le-roi, Arcueil..","Musique","festival du musique dans val-de-marne","various locations from","various locations","www.sonsdhiver.org","1991","N/A"
"various-locations-metis-plaine-commune.jpg","various-locations-metis-plaine-commune.jpg","FESTIVAL MÉTIS","Various locations/Saint Denis","Festival","A festival which takes place to raise awareness of present projects through; soundpainting and masterclasses. Providing a showcase for different artists and locations","Multiple locations","Multiple locations","www.metis-plainecommune.com 01 48 13 12 10","2004","N/A"
"velizy-villacoublay-londe-5.jpg","velizy-villacoublay-londe-5.jpg","L'ONDE","Vélizy-Villacoublay","Spectacle Vivant, Arts Visuels","centre d’art contemporain et theatre","8 Avenue Louis Breguet, 78140 Vélizy-Villacoublay","RER C  - arrêt Chaville-Vélizy. \nPuis 10 min, bus cvj ou czi - direction Vélizy, arrêt Robert Wagner                                      Navette gratuite au départ de Concorde les soirs de vernissage et de créations. service de covoiturage de Vélizy-Villacoublay","01 34 58 03 35\nwww.londe.fr","2003","41mins"
"versailles-bulkypix.jpg","versailles-bulkypix.jpg","BULKYPIX","Versailles","Innovation, Jeux Video","Editeur de jeux vidéo","6, avenue de Sceaux\n78000 Versailles","RER C- Versailles Rive Gauche","http://www.bulkypix.com  01 34 65 93 34\ncontact@bulkypix.com","2008","51mins"
"versailles-ensa-v.jpg","versailles-ensa-v.jpg","ECOLE NATIONALE SUPERIEURE D'ARCHITECTURE DE VERSAILLE","Versailles","Education","Its primary goal is to train architects\ncapable of exercising a range of\nprofessional practices and ready to\naccomplish new assignments in order to\nmeet the ecological and sociological\nintricacies of the surrounding world.","5 avenue de Sceaux\n78006 Versailles","RER C : gare de Versailles-Rive Gauche","00 33 (0)1 39 07 40 00 http://www.versailles.archi.fr/","1969","54mins"
"versailles-ecole-nationale-superieure-de-paysage-2.jpg","versailles-ecole-nationale-superieure-de-paysage-2.jpg","ECOLE NATIONALE SUPERIEURE DE PAYSAGE","Versailles","Education","Elle forme des concepteurs en paysage intervenant aussi bien sur les parcs et jardins que sur les grands territoires et les espaces publics urbains ou ruraux.","10, rue du Maréchal Joffre 78000 Versailles \n","RER C : gare de Versailles-Rive Gauche","Email: b.blanchon@versailles.ecole-paysage.fr \nWebsite:www.versailles.ecole-paysage.fr \nContact Person: Bernadette Blanchon-Caillot","1976","59mins"
"versailles-isipca.jpg","versailles-isipca.jpg","ISIPCA","Versailles","Education","ISIPCA has become nationally and internationally recognized for its vocational courses and research in Perfumery, Cosmetics and Food Flavours.","34/36 Rue du Parc de Clagny\n78000 Versailles, France","SNCF La Maye","http://www.isipca.fr/","1970","56mins"
"versailles-la-marechalerie-3.jpg","versailles-la-marechalerie-3.jpg","LA MARECHALERIE","Versailles","Arts Visuels","Centre d'Art contemporain attaché à l'Ecole d'Architecture. Membre du réseau Tram.","5 avenue de Sceaux\n78000 Versailles","RER C: Versailles - Rive Gauche Gare de Versailles rive droite Gare de Versailles Chantiers Autobus 171 en provenance du Pont \nde Sèvres","01.39.07.40.27 lamarechalerie.versailles.archi.fr/","","51mins"
"vincennes-espace-sorano-3.jpg","vincennes-espace-sorano-3.jpg","ESPACE SORANO","Vincennes","Musique, Spectacle Vivant, Arts Visuels,  Education","espace multi-disciplinaire","16, rue Charles Pathé\n94300 VINCENNES","RER A : Vincennes\nMétro Ligne 1 : Bérault, Château de Vincennes\nBUS : 46, 56, 112, 114, 115, 118, 124, 210, 215, 318, 325","Tél : 01 43 74 73 74\nwww.espacesorano.com\ninfo@espacesorano.com","n/a","25 min"
"vincennes-prix-henri-langlois-4.jpg","vincennes-prix-henri-langlois-4.jpg","PRIX HENRI LANGLOIS","Vincennes","Cinema","film festival","1-15 rue Raymond du Temple, 94300 Vincennes","Line 1; Chateau de Vincennes","www.prixhenrilanglois.org, 33 (1) 43 98 27 37 mb.p@wanadoo.fr","2006","23mins"
"vitry-sur-seine-galerie-municipale-jean-collet.jpg","vitry-sur-seine-galerie-municipale-jean-collet.jpg","GALERIE MUNICIPALE JEAN COLLET","Vitry sur seine","Arts Visuels","un lieu d’expositions d’art contemporain.","59 avenue Guy-Moquet\n94400 Vitry-sur-Seine","RER C vitry sur seine then take the bus 180 arrêt Église","01 43 91 15 33\ngalerie.municipale(at)mairie-vitry94.fr\n\nhttp://galerie.vitry94.fr/","N/A","41mins"
